ID	Baso	Bmem	Bnv	CD4Tmem	CD4Tnv	CD8Tmem	CD8Tnv	Eos	Mono	NK	Neu	Treg
cg26058722	0.95515062	0.09457172	0.88081426	0.9063527	0.95849286	0.88221582	0.93689157	0.93214719	0.92229509	0.9316075	0.92255955	0.89176564
cg23063536	0.92729633	0.06258955	0.84744664	0.8884386	0.87978039	0.8431639	0.85124917	0.86433698	0.89927469	0.90388965	0.87159916	0.86886572
cg19132501	0.95738708	0.15485182	0.85480431	0.9465133	0.97942525	0.9081248	0.9592396	0.96033437	0.9561709	0.93883602	0.95122626	0.93653708
cg03653880	0.94029105	0.17128096	0.8976056	0.9261562	0.93593155	0.9314345	0.93506788	0.95458399	0.9320617	0.9380026	0.93751799	0.93299697
cg24128943	0.92801628	0.07583524	0.81657992	0.8997549	0.90519004	0.90411672	0.89955713	0.93534984	0.91610267	0.88875264	0.91480702	0.91642696
cg10751207	0.93408406	0.04285758	0.82072586	0.9309703	0.97140084	0.85359481	0.96577297	0.93797253	0.95312856	0.84022791	0.91687044	0.960044
cg10164437	0.9594904	0.03460836	0.81390504	0.8389839	0.96416483	0.84095396	0.94335842	0.96334529	0.94607329	0.93583374	0.94529273	0.82301829
cg12270000	0.96730217	0.0562186	0.90322196	0.8778243	0.96118553	0.88414871	0.96260697	0.96088942	0.96455649	0.95332076	0.95601361	0.91237914
cg07610771	0.96206171	0.05393219	0.86122014	0.9340078	0.96100228	0.89811055	0.95942085	0.93670154	0.92788273	0.9191472	0.91488818	0.88596397
cg27546582	0.96872169	0.19241477	0.92365833	0.968219	0.95895822	0.97789188	0.9659405	0.96262733	0.95761027	0.96012384	0.95914329	0.97604399
cg00322928	0.92261045	0.11785334	0.826671	0.8821132	0.89657769	0.88862082	0.86699056	0.8976589	0.87832524	0.92398969	0.89910447	0.86682716
cg26510178	0.95407112	0.14369722	0.84839943	0.9242922	0.92717087	0.90405722	0.92197301	0.94724111	0.94285936	0.91981017	0.9293125	0.88846209
cg21581865	0.93062946	0.09184635	0.89016779	0.965333	0.97308284	0.96726512	0.96238792	0.93096097	0.96707009	0.95720842	0.96092397	0.97804607
cg05022030	0.98083023	0.04702749	0.88945648	0.983916	0.98893629	0.94315056	0.9877985	0.98164109	0.97640815	0.97999097	0.98599536	0.97815593
cg22574467	0.9711016	0.04663024	0.80634487	0.9708785	0.96493308	0.96450575	0.96853127	0.97247682	0.96753389	0.96272033	0.95935613	0.97191341
cg01389234	0.93498584	0.06139244	0.82226685	0.9734129	0.9692725	0.95923986	0.97219979	0.90482648	0.93876036	0.95827201	0.94116901	0.96890271
cg26687322	0.91804286	0.06783944	0.81907367	0.8683899	0.9322779	0.85093649	0.92128821	0.93868051	0.89752655	0.91639649	0.91388875	0.86718586
cg19606289	0.97276308	0.07391647	0.91139057	0.9745946	0.96833438	0.9648925	0.9489193	0.97129112	0.96708894	0.96087886	0.96262751	0.97272127
cg06264696	0.92486836	0.14317245	0.92097478	0.9272968	0.95824231	0.90695351	0.94819683	0.94242356	0.93479635	0.91746462	0.90894503	0.89163961
cg20976977	0.98442042	0.1094875	0.89532703	0.9852333	0.97816921	0.9813114	0.98091859	0.98643648	0.97772061	0.97151737	0.9687351	0.97717184
cg14511575	0.96586554	0.02730542	0.82607324	0.9565477	0.96429979	0.96345812	0.96818883	0.96075593	0.84248778	0.93634504	0.94091581	0.94976048
cg05294459	0.94122664	0.08712258	0.84499224	0.9352398	0.94997057	0.89776155	0.93578065	0.94131898	0.93510356	0.92459623	0.92652464	0.92251877
cg25099065	0.90597366	0.92602145	0.10127252	0.9602791	0.95443959	0.96219606	0.94305984	0.91603031	0.93740801	0.95394881	0.92542926	0.95504667
cg14668581	0.92284188	0.81152961	0.09363233	0.9670003	0.97396473	0.94380759	0.97557982	0.97009079	0.9573263	0.95362211	0.95215872	0.94893626
cg10478600	0.94888892	0.88186186	0.17406025	0.9474392	0.91581527	0.93531806	0.93738898	0.94851495	0.93106986	0.9434649	0.92334539	0.93584619
cg15683107	0.88597716	0.79815301	0.09075928	0.8642583	0.72394093	0.83088606	0.77255142	0.86151613	0.829049	0.83181158	0.77872208	0.91968521
cg07076850	0.90626729	0.90826771	0.1362928	0.9368973	0.85477278	0.88675903	0.84625488	0.86315185	0.84000891	0.87914201	0.78623984	0.92168238
cg15817752	0.95246123	0.84684359	0.14033213	0.9687295	0.97744958	0.97839796	0.97050087	0.93556403	0.94857571	0.94852408	0.92274953	0.96850081
cg07526731	0.94082484	0.83128367	0.0935797	0.9738464	0.96776049	0.9691216	0.95473662	0.97590583	0.94282183	0.8209883	0.94114	0.96783417
cg05484949	0.96076419	0.84250889	0.17795683	0.9621868	0.96433041	0.96499155	0.96613107	0.95153287	0.95509259	0.95938889	0.9444547	0.96143251
cg13429555	0.97752361	0.78834753	0.13136522	0.970221	0.96852262	0.96266945	0.96356223	0.98205051	0.96251587	0.96115022	0.95327551	0.97168132
cg26676273	0.89351627	0.75540816	0.15878112	0.879117	0.86178968	0.86904295	0.8647879	0.89940982	0.90601847	0.90809601	0.89136945	0.84148502
cg06016162	0.97063808	0.92823464	0.33337836	0.9677618	0.94936925	0.96308726	0.94107165	0.97251004	0.97214786	0.92769619	0.96138952	0.95177026
cg02331158	0.92429513	0.92962264	0.24539743	0.9498706	0.92930695	0.95020941	0.94696409	0.86183088	0.94913293	0.92062884	0.91667247	0.94609933
cg16054240	0.96420072	0.79873235	0.10564068	0.9738044	0.96667259	0.96732824	0.96838466	0.91442418	0.85891372	0.96477391	0.74761751	0.97404585
cg26264767	0.97878993	0.76953	0.09845368	0.9623861	0.97837847	0.96517191	0.97340272	0.97392614	0.96525248	0.94237175	0.95946979	0.97179527
cg08437936	0.9556186	0.80952599	0.19226909	0.9579671	0.8378848	0.92083853	0.92182517	0.94889107	0.95115557	0.93604151	0.93364298	0.9526029
cg07094228	0.89810719	0.87477488	0.1968839	0.9119655	0.84571142	0.91058404	0.86056177	0.91576968	0.91822	0.91612907	0.87897558	0.90383957
cg27180005	0.93554272	0.85187623	0.29545938	0.9448813	0.91697652	0.94958919	0.93587127	0.94673483	0.93350976	0.93242927	0.92038938	0.94098857
cg07373578	0.94984103	0.82565803	0.18554994	0.9558579	0.95494431	0.93909253	0.94115563	0.93191948	0.92830715	0.93066356	0.92314906	0.95223166
cg13918228	0.86052166	0.95170724	0.18709349	0.9529856	0.81455249	0.96190276	0.92608146	0.95042268	0.95276206	0.93768036	0.94036567	0.96005814
cg02566312	0.93951446	0.70365107	0.17070441	0.9486531	0.97137885	0.93911479	0.98105027	0.95429794	0.94468865	0.94465182	0.94993383	0.94296102
cg09681537	0.73875521	0.805186	0.11905573	0.8467981	0.88092143	0.90501957	0.89304889	0.90517127	0.71702206	0.68409749	0.77338145	0.95746437
cg17634650	0.95791865	0.76853861	0.19624733	0.9194525	0.94861821	0.94356263	0.95454012	0.96171848	0.94867738	0.94863723	0.9383629	0.92730493
cg25605180	0.86807056	0.76049433	0.12029709	0.9026925	0.85666195	0.89708411	0.85989826	0.73904021	0.83651007	0.81934599	0.82170649	0.89345261
cg00476430	0.92180207	0.77904056	0.11652869	0.9269048	0.92049155	0.93276637	0.93088707	0.91921114	0.90413497	0.91343129	0.91070282	0.89473026
cg18358155	0.95731311	0.72988896	0.11194525	0.9608968	0.95692412	0.94487378	0.94952415	0.95067654	0.94618319	0.94599101	0.94088595	0.95475768
cg01841368	0.9525768	0.67464744	0.0871544	0.9540517	0.96738257	0.9499238	0.97430859	0.9678763	0.95726408	0.94252172	0.95856397	0.96479282
cg04496578	0.97476072	0.62947686	0.07765727	0.9800051	0.98121313	0.97593931	0.97578734	0.9803692	0.92271647	0.97721588	0.95265334	0.9662954
cg02522485	0.94670147	0.88719483	0.34139031	0.9295366	0.93010758	0.94706479	0.94360972	0.9599049	0.93980021	0.93706796	0.93653456	0.93492979
cg16495530	0.95549421	0.79805728	0.12261737	0.9733457	0.85542512	0.96720927	0.9333642	0.82107905	0.8862114	0.71755927	0.9422541	0.97540726
cg07390370	0.88096178	0.67462205	0.11797321	0.8749874	0.83340014	0.84760648	0.8362311	0.9181374	0.86540071	0.81223624	0.84952725	0.87443691
cg25904998	0.95865046	0.83523019	0.24234548	0.912783	0.95157099	0.76518768	0.93708827	0.94884851	0.9338073	0.94161089	0.92664443	0.84257942
cg05810879	0.98211123	0.92694732	0.32269747	0.9770756	0.97591696	0.98363355	0.97654957	0.97101981	0.97231352	0.9676912	0.96988044	0.98397819
cg24367295	0.91071341	0.68587447	0.07974314	0.9148658	0.88908606	0.89981345	0.87977855	0.88736112	0.92369616	0.91501047	0.75207061	0.90688674
cg19776833	0.89674257	0.86901465	0.2298879	0.9414847	0.93910349	0.96953522	0.9584645	0.7667767	0.96525863	0.96321313	0.95420574	0.95646751
cg14095525	0.90476321	0.80344714	0.1772814	0.9783185	0.97631525	0.96754827	0.97355615	0.94627239	0.91055582	0.92382109	0.93216397	0.96170045
cg16289232	0.89979469	0.83599351	0.30905226	0.9181076	0.88034168	0.90665161	0.9023092	0.91398983	0.92601019	0.92519769	0.92302998	0.8866792
cg05816398	0.74929169	0.66555912	0.09774437	0.8533911	0.88037551	0.89732102	0.89418387	0.83492385	0.91550833	0.91649757	0.91350412	0.71141861
cg02641941	0.90390682	0.7759575	0.2228678	0.947504	0.92143165	0.94881839	0.94165132	0.94094149	0.9378067	0.92594028	0.9365952	0.93096389
cg26330304	0.95014333	0.79443901	0.26443209	0.9341434	0.86083466	0.94678135	0.75988314	0.75490818	0.95291576	0.812045	0.91158036	0.93607667
cg04429341	0.97437464	0.62997882	0.08969243	0.9726613	0.97013758	0.96822344	0.97121474	0.97449772	0.96454061	0.96055693	0.9616693	0.97121758
cg11518040	0.93522706	0.89372936	0.32320033	0.9426373	0.91926292	0.93924691	0.92118648	0.95238961	0.93210994	0.94912424	0.93517532	0.92889128
cg03748473	0.86655261	0.67335569	0.14274747	0.8455668	0.66541795	0.87656778	0.75692141	0.82541808	0.85511878	0.70625226	0.84440599	0.80476073
cg04982372	0.93786782	0.71849818	0.0733708	0.9319684	0.97087627	0.91237495	0.96153888	0.97525444	0.96585821	0.95913228	0.95797007	0.85575482
cg27436324	0.974073	0.80886078	0.1789752	0.9726102	0.96606027	0.96698621	0.96874599	0.96560265	0.96484988	0.95556175	0.96087053	0.9696742
cg06681449	0.94289713	0.62965601	0.14096587	0.97736	0.97099847	0.96132603	0.95403681	0.9597335	0.91125019	0.95286705	0.91456725	0.96001799
cg25735823	0.91338085	0.68963135	0.1763589	0.9336295	0.90930042	0.91065421	0.8839437	0.76151297	0.84109779	0.90796389	0.71107997	0.91694473
cg06738507	0.88323014	0.70462333	0.14496018	0.8757434	0.81097531	0.84632669	0.78266104	0.87981871	0.89782848	0.88835285	0.88214922	0.79198168
cg10809134	0.93631967	0.78722569	0.12004507	0.7537237	0.9112474	0.66976138	0.89861861	0.94343665	0.93622277	0.86971078	0.9145692	0.66057581
cg11812782	0.67044549	0.74811928	0.1753814	0.833022	0.78004123	0.85609612	0.79488281	0.97375283	0.95036247	0.81283363	0.92636642	0.77303899
cg25271915	0.87416446	0.66520074	0.08891007	0.9825838	0.97407323	0.98686828	0.97544452	0.92830266	0.97303192	0.97236376	0.96950163	0.98111902
cg05501327	0.97787178	0.97924883	0.97786624	0.8819262	0.97153831	0.96785763	0.97015573	0.97855572	0.97462344	0.96830419	0.96538572	0.15095564
cg22572158	0.92344248	0.95510789	0.96265488	0.817779	0.95211871	0.94968641	0.94949321	0.91303635	0.94935481	0.93263139	0.94023218	0.15377965
cg04003505	0.94480805	0.98076286	0.97916372	0.8635304	0.94909857	0.91987351	0.87536434	0.92743265	0.87419955	0.89914449	0.88694173	0.19260616
cg22438885	0.97847211	0.85745872	0.96604695	0.9041873	0.97020956	0.89172726	0.95837878	0.9717297	0.96673392	0.94929054	0.9520978	0.1342183
cg12882261	0.96337791	0.79221021	0.9666473	0.6872313	0.94626298	0.79321345	0.93239469	0.9639701	0.95257521	0.96189676	0.95466625	0.06702233
cg23516026	0.97128025	0.93432162	0.98286495	0.8885144	0.97450314	0.95247577	0.97526513	0.97107663	0.96766306	0.96295949	0.9649251	0.29042287
cg23148481	0.95963723	0.84175958	0.93853397	0.8062851	0.88416915	0.86172193	0.95596989	0.96225215	0.94980425	0.90982312	0.94376198	0.05904756
cg25844471	0.9725952	0.91523876	0.94891958	0.7891985	0.97680133	0.91335174	0.97042769	0.95475902	0.95079668	0.96646817	0.95655952	0.15372458
cg10419892	0.9759053	0.78584862	0.96910312	0.7532053	0.97153875	0.9425594	0.95936918	0.96951475	0.95826162	0.96433698	0.95724767	0.14566339
cg15463664	0.9316043	0.96251867	0.96984824	0.7321838	0.9645373	0.89446158	0.96778299	0.9418697	0.92244938	0.94567749	0.92614545	0.08021546
cg08445080	0.97804046	0.95400235	0.97765883	0.9055236	0.97204951	0.93178326	0.9562595	0.97548865	0.96866479	0.96654926	0.96658334	0.21723926
cg15921515	0.96367702	0.96638043	0.9667131	0.8944198	0.95603025	0.96622693	0.96306451	0.9626154	0.95878035	0.95649381	0.95436446	0.29734693
cg24306984	0.87650219	0.85735044	0.93814649	0.8094874	0.95814174	0.91962885	0.97383858	0.90603084	0.9256289	0.93989974	0.92969609	0.19992558
cg23539484	0.98064014	0.98650841	0.97748939	0.8342453	0.97241807	0.95219069	0.97708864	0.95975586	0.95655766	0.95821613	0.96688978	0.23636219
cg03922997	0.94444608	0.88234583	0.9584272	0.9054021	0.96360663	0.8677093	0.94615275	0.94639929	0.92854815	0.9335379	0.938722	0.20484158
cg05487307	0.93480766	0.93967968	0.96054821	0.6210407	0.92261463	0.876108	0.91965506	0.9362586	0.93733153	0.95148328	0.92844224	0.08755819
cg27340845	0.97505702	0.97669342	0.97221011	0.7383981	0.96721905	0.75131234	0.96280934	0.97418386	0.96675603	0.96318759	0.96723924	0.12590498
cg03217619	0.93895909	0.97888665	0.95586334	0.7891573	0.98008243	0.92572968	0.95622083	0.94831989	0.9582814	0.95126825	0.95584428	0.21767486
cg13477627	0.96375139	0.94391664	0.97530311	0.8684977	0.95921082	0.91046124	0.95340801	0.94054036	0.95483053	0.90440361	0.9292811	0.31050763
cg15033776	0.94727516	0.95208692	0.95830258	0.778292	0.95622195	0.96006774	0.96855	0.94140466	0.95690649	0.95267233	0.95040934	0.14282252
cg15164173	0.95465151	0.9756174	0.97497841	0.7643403	0.96513131	0.79650672	0.96295616	0.94473734	0.95771497	0.93758664	0.94969661	0.23058512
cg08358686	0.95866377	0.95550225	0.97633452	0.797152	0.9540476	0.81509652	0.95516821	0.93061443	0.95177191	0.93903858	0.9362871	0.23609113
cg08888548	0.72504284	0.93606896	0.96434631	0.6513811	0.94253649	0.67125947	0.93683603	0.85176031	0.8769018	0.92988543	0.91592951	0.13392506
cg00678912	0.96991015	0.97160183	0.97372964	0.8387342	0.95850204	0.78494049	0.89445845	0.95876249	0.94517174	0.9339894	0.93861552	0.20514621
cg15560912	0.9490455	0.94122276	0.96994798	0.7041985	0.96097801	0.73248579	0.93706733	0.97705558	0.93762351	0.94508512	0.95000521	0.12431421
cg07003611	0.95456755	0.9248181	0.96997493	0.9275506	0.9588749	0.96181865	0.95903776	0.96231972	0.95075927	0.95468449	0.94903873	0.29689947
cg16255804	0.969732	0.87340991	0.94499372	0.8715596	0.94032086	0.90330886	0.94370663	0.9613111	0.95220975	0.94171946	0.94219127	0.27583391
cg07833643	0.9561049	0.95493885	0.95514537	0.8915933	0.94239601	0.94028554	0.93471519	0.93298235	0.9540462	0.9537258	0.93616909	0.36692416
cg26451108	0.87888906	0.92272542	0.93623878	0.7021392	0.92469211	0.82373456	0.92301013	0.95321435	0.93152781	0.87682591	0.91940082	0.19949863
cg08337454	0.96869559	0.94065042	0.97874445	0.8591503	0.95794435	0.90341406	0.95037021	0.97274626	0.95730179	0.94739485	0.94016763	0.31055044
cg15908108	0.93114755	0.96193046	0.97967964	0.8122502	0.79780705	0.95483978	0.95700614	0.97066153	0.96886858	0.96130272	0.96637058	0.27061389
cg17642929	0.96083135	0.83695941	0.94260109	0.780001	0.94519441	0.88541696	0.94178148	0.95055401	0.90993723	0.94501042	0.95224834	0.2608024
cg03833097	0.89463512	0.93890972	0.95345365	0.695873	0.91329061	0.8144327	0.91837726	0.90371619	0.92783962	0.93082768	0.92124716	0.14839353
cg18857045	0.94168283	0.83488823	0.91757619	0.7424372	0.95168621	0.77431661	0.94691011	0.94333292	0.95492371	0.95243058	0.94817841	0.16810232
cg23411838	0.96892605	0.79629368	0.96511363	0.7732831	0.94824619	0.93336835	0.97658263	0.97852325	0.9820003	0.96161448	0.97400071	0.23121441
cg00409021	0.96130672	0.91632663	0.9158339	0.8450284	0.91968767	0.90213028	0.94016788	0.88148368	0.89900547	0.91626504	0.88895345	0.23327173
cg17290867	0.94782058	0.94093861	0.96805305	0.7414662	0.97504013	0.90141386	0.97520456	0.96616533	0.94750112	0.93705539	0.96519555	0.18075705
cg16044562	0.90746636	0.85225676	0.97845343	0.755932	0.97652935	0.95741339	0.97467155	0.94537883	0.97009133	0.94426361	0.95078212	0.2446928
cg02105817	0.93526972	0.96570337	0.95013546	0.9338004	0.96270676	0.91507138	0.95589045	0.86867094	0.94768237	0.94289021	0.90480493	0.34427258
cg18459351	0.92309331	0.75115043	0.94957687	0.7196441	0.94119712	0.68516064	0.92995993	0.93638441	0.89691228	0.89887764	0.91845176	0.14212202
cg05106785	0.89048428	0.76181022	0.92178499	0.5488671	0.85489014	0.58480334	0.82118679	0.8789355	0.85899775	0.85305606	0.8199432	0.05052649
cg10208609	0.86485822	0.77554799	0.94150573	0.6677028	0.93703938	0.94594115	0.94387225	0.89219719	0.93450028	0.92978211	0.93558486	0.08780371
cg16901161	0.96432893	0.9699119	0.97276661	0.7029757	0.96499728	0.89174966	0.97209298	0.97591818	0.95211911	0.96927562	0.95920539	0.08326587
cg02033323	0.97964513	0.97841287	0.97461129	0.9215218	0.96646704	0.96318917	0.97189178	0.97952489	0.98366462	0.97435331	0.968731	0.44205778
cg24998002	0.93641606	0.92073966	0.96542402	0.6047707	0.70251396	0.88336296	0.69440881	0.82243066	0.95670021	0.93567051	0.93093219	0.13734189
cg07461115	0.91852151	0.65715361	0.92321649	0.554322	0.82393796	0.64616778	0.72454347	0.94913682	0.92181275	0.93120694	0.92549722	0.0730065
cg04311057	0.96091039	0.8794452	0.96873359	0.817686	0.95476733	0.82325341	0.93604886	0.96164178	0.96180812	0.95978099	0.95160499	0.29459767
cg06026449	0.85402207	0.6836986	0.9649099	0.6713029	0.93434615	0.78235363	0.93624472	0.8774241	0.9317878	0.89951186	0.90552192	0.10428802
cg00052246	0.98284531	0.85409339	0.96674731	0.7032708	0.96231224	0.90730768	0.96366101	0.97815219	0.97744619	0.96446287	0.97009451	0.24122615
cg02148547	0.93006736	0.83175996	0.93173779	0.5426752	0.79598598	0.60974116	0.79688711	0.84185375	0.89623244	0.91509477	0.87203962	0.09750017
cg02203103	0.91149638	0.92014814	0.93951451	0.6963671	0.89348575	0.06322625	0.71155638	0.91976366	0.90926906	0.82603832	0.89660825	0.80298777
cg20063728	0.95550274	0.85998332	0.94924736	0.8131545	0.9468021	0.16275037	0.85543813	0.95335876	0.94126171	0.89359296	0.92656213	0.92738143
cg20813776	0.94450311	0.94152368	0.92447488	0.8819588	0.90499971	0.25447652	0.81909689	0.90865739	0.9113507	0.79370379	0.89249053	0.88886877
cg13475329	0.93755309	0.92628968	0.93677144	0.8026433	0.92483941	0.1997854	0.86095202	0.93786368	0.93693553	0.67211797	0.93945167	0.92997234
cg13211380	0.89849285	0.93648651	0.92273724	0.704723	0.90410986	0.15266495	0.82175581	0.88116296	0.89060636	0.72365704	0.8824817	0.88937249
cg20652042	0.74397028	0.88765571	0.89920012	0.7356604	0.89736344	0.11323669	0.72558418	0.708641	0.74726615	0.78118388	0.69424757	0.81468618
cg10651616	0.92803476	0.95407728	0.95598896	0.6899089	0.90187693	0.20483199	0.84597872	0.95924677	0.96080881	0.92248946	0.9459681	0.92509836
cg02826841	0.9525742	0.81452381	0.95429856	0.8097556	0.95679086	0.18881084	0.88626904	0.95922235	0.93029098	0.71230014	0.94367995	0.88096925
cg05892024	0.90480351	0.75841618	0.92756473	0.7383063	0.90567653	0.12704991	0.77429886	0.9006767	0.87436457	0.82110847	0.86575175	0.84368976
cg25918166	0.94484306	0.65137772	0.95434331	0.5669475	0.95016886	0.11570315	0.86222712	0.94677335	0.93921801	0.85769394	0.94097853	0.60035739
cg03267512	0.98447564	0.88610933	0.97462287	0.8110216	0.97450296	0.34075599	0.95238997	0.96421224	0.95962726	0.84056162	0.97217618	0.92571332
cg27298253	0.80211917	0.90310323	0.9480526	0.7496821	0.89769139	0.29536206	0.76264287	0.87995457	0.90532454	0.71523465	0.90990136	0.68963976
cg18327204	0.96638263	0.81454571	0.95591384	0.9251612	0.9511727	0.3508449	0.91625226	0.98289055	0.96529418	0.8939945	0.95757292	0.90993818
cg19653890	0.87574659	0.53358182	0.90333156	0.6138962	0.92192771	0.08032064	0.76698697	0.85222588	0.63874903	0.80445354	0.81748424	0.84764589
cg02319946	0.96326458	0.97443795	0.95332904	0.9761294	0.97260979	0.39764827	0.95766249	0.96677563	0.95821133	0.90729053	0.9444946	0.98089593
cg18073938	0.92611047	0.75488567	0.95062365	0.5210619	0.93035168	0.09468596	0.78985035	0.52967731	0.91405743	0.80225845	0.79920394	0.60881745
cg21023071	0.92909101	0.95980354	0.95438824	0.9355156	0.93461231	0.37395703	0.90902796	0.94801225	0.95343974	0.88045891	0.94804366	0.93842398
cg07661702	0.97564649	0.9265972	0.97476371	0.7820149	0.96347535	0.32346137	0.88875577	0.96849333	0.9640794	0.88080389	0.96289781	0.77909689
cg16613029	0.87894681	0.89164707	0.89750247	0.7187393	0.79716406	0.30127695	0.71945667	0.80222609	0.85305982	0.79746132	0.74578031	0.76538939
cg13452923	0.96849028	0.70684238	0.94853163	0.6456814	0.92304128	0.16592332	0.76093173	0.97167465	0.95771296	0.66102514	0.9576003	0.53763897
cg11749308	0.95048416	0.92220327	0.96777273	0.7071553	0.94870193	0.30700811	0.86452431	0.95236699	0.94603504	0.79637502	0.94253444	0.90767072
cg10220401	0.94343494	0.955383	0.94519641	0.8730726	0.93039395	0.43052819	0.91906626	0.92940916	0.94175605	0.87706881	0.92753034	0.91110918
cg08657911	0.9623431	0.94392594	0.95847967	0.7294355	0.91584968	0.32961693	0.90171689	0.95062304	0.94114254	0.91475776	0.93417949	0.72244462
cg17523148	0.98468862	0.97907967	0.98921291	0.954462	0.96347994	0.39864254	0.94180804	0.98064727	0.97859578	0.81076497	0.97652659	0.9830408
cg24898812	0.88103883	0.77462014	0.89331064	0.8093382	0.90618439	0.32876775	0.88393283	0.86689254	0.89159931	0.78314513	0.88441516	0.85019258
cg04017239	0.96648528	0.81122007	0.94055773	0.6354952	0.90557212	0.26847062	0.83351347	0.94573976	0.93664943	0.86537896	0.93702923	0.6372193
cg22250168	0.87316312	0.63771491	0.89468842	0.52899	0.78461731	0.13218949	0.52258074	0.8905527	0.84657943	0.49352695	0.85152302	0.49212855
cg11249120	0.95894675	0.9461488	0.95044233	0.7145828	0.89219903	0.16300669	0.86948044	0.91351293	0.90605984	0.67987579	0.92035555	0.64391281
cg04467549	0.98127897	0.97920594	0.98944953	0.9496071	0.96074414	0.16730562	0.75934598	0.98265031	0.97560741	0.64201907	0.97014694	0.97302939
cg01850245	0.89282763	0.55858592	0.91126835	0.4498684	0.90786707	0.09401446	0.82374026	0.90546539	0.86742925	0.86455397	0.89956025	0.55679842
cg11693925	0.96303701	0.93161138	0.96003769	0.9077368	0.95790869	0.49561263	0.92504086	0.90701709	0.94812199	0.86540951	0.90701418	0.83704595
cg04705866	0.84375454	0.78141154	0.83840155	0.854005	0.86877273	0.26216574	0.86580545	0.87167367	0.8262117	0.80009223	0.8553251	0.96251004
cg24240349	0.959215	0.96538779	0.96133973	0.8984745	0.95155772	0.52388665	0.92124572	0.95767245	0.93773171	0.93240209	0.94806373	0.93083364
cg01923140	0.78516863	0.69172621	0.91381874	0.6736135	0.88948936	0.22696438	0.88066106	0.83896868	0.81291506	0.74412014	0.83222402	0.73076877
cg12695059	0.97210106	0.97897527	0.98497666	0.8721812	0.88677814	0.35135996	0.77267394	0.97240395	0.96614393	0.89730949	0.9526777	0.91352222
cg05036909	0.98416098	0.81230632	0.95723545	0.7151889	0.95716534	0.33350824	0.86158123	0.97875475	0.96387939	0.87136244	0.96606682	0.83517746
cg05982017	0.96966435	0.9700233	0.97431409	0.8888038	0.96319088	0.45903599	0.92532208	0.94676851	0.96642998	0.91952628	0.96171664	0.96342193
cg26429965	0.95633434	0.70754477	0.9527737	0.5540284	0.96866339	0.21205147	0.89863505	0.92744282	0.93738643	0.77237343	0.91744563	0.69311797
cg09856271	0.95167302	0.74075572	0.93545738	0.7386991	0.92090726	0.24639018	0.89694695	0.91737068	0.91473968	0.81481347	0.91725385	0.67456972
cg08243981	0.90692613	0.50070102	0.90365723	0.5430131	0.8577779	0.10357426	0.74852528	0.67049851	0.8597449	0.66067493	0.83605452	0.45457928
cg14860676	0.9432032	0.55011257	0.91106444	0.5634475	0.90927366	0.1304468	0.8104145	0.93580484	0.6715142	0.51117043	0.79113376	0.69512708
cg22755579	0.9486305	0.94389851	0.95796846	0.7728825	0.92750352	0.4277455	0.88337148	0.95137073	0.93379966	0.7713232	0.9260953	0.90440878
cg05689028	0.94904996	0.93320936	0.93833966	0.9185006	0.93011755	0.53151006	0.91799039	0.93072266	0.94086283	0.90692415	0.94162087	0.9215742
cg15661018	0.91651335	0.65377356	0.93708409	0.5805326	0.91059504	0.21617782	0.79652709	0.87592148	0.9116374	0.78768785	0.89834345	0.55741689
cg05471842	0.95054905	0.85383693	0.93439516	0.7479108	0.95207625	0.29809621	0.88105448	0.90547422	0.92254819	0.91530066	0.92405742	0.69155815
cg00639010	0.83971902	0.58783812	0.91931558	0.4245749	0.82092743	0.08164976	0.65446449	0.84823547	0.83840401	0.615292	0.84736728	0.42009261
cg19253785	0.88121092	0.96570872	0.92698605	0.8646972	0.81939774	0.31813029	0.75176433	0.86633167	0.85323704	0.67255879	0.80125308	0.94623728
cg16438469	0.88653393	0.6709832	0.93854282	0.6173259	0.93531343	0.16991268	0.80413238	0.70227416	0.71419387	0.54630632	0.5703882	0.7085034
cg03501128	0.96825465	0.97487041	0.97115343	0.9058913	0.97337972	0.45798841	0.95195775	0.96096443	0.9667026	0.88443599	0.96007537	0.95705301
cg04657000	0.91222965	0.88618072	0.97075643	0.5965373	0.94335413	0.16311276	0.80360448	0.94117629	0.95647399	0.50722703	0.93079374	0.5409236
cg15213052	0.97431196	0.9722207	0.97068789	0.956866	0.82476852	0.91654267	0.20199893	0.97707477	0.97424466	0.77272072	0.96699739	0.97069314
cg24422171	0.96153575	0.95765079	0.94712688	0.9488689	0.8733614	0.79884168	0.29905173	0.93541476	0.9551355	0.92052844	0.92683255	0.98568612
cg19850895	0.95810377	0.94466831	0.95324698	0.9375454	0.91968868	0.83072738	0.3035239	0.91810627	0.95168211	0.92279315	0.90340351	0.94606375
cg10587583	0.97206664	0.85488701	0.91356404	0.9640206	0.93577071	0.89710341	0.17321406	0.95602464	0.96621727	0.93248815	0.94912249	0.68409189
cg05478809	0.96504007	0.94756935	0.9581056	0.9525278	0.93755777	0.78816098	0.24804746	0.94441967	0.95015996	0.94540455	0.93316738	0.96411869
cg25448766	0.86947551	0.86138366	0.90750353	0.8954081	0.93843252	0.81945252	0.26535159	0.85900058	0.86806456	0.89341049	0.83679121	0.79901797
cg22556056	0.96203496	0.95945132	0.95935155	0.9159218	0.85816306	0.9262706	0.3386004	0.94303073	0.95768211	0.91802162	0.92950195	0.94553707
